Person,Topic,Label,Sentence,Prompt,Connector,Target,Question,Paraphrased_Question,Yes_Question,No_Question,MC_question,MC_question_COT,MC_answer,Persistent_question,Person_spillover_question,Topic_spillover_question
John Fetterman,Expand ObamaCare,support,"John Fetterman's stance on ""Expand ObamaCare"" is to support.","John Fetterman's stance on ""Expand ObamaCare"" is",stance on,to oppose.,"What is John Fetterman's stance on ""Expand ObamaCare""?",How does John Fetterman feel about expanding ObamaCare?,"Does John Fetterman oppose ""Expand ObamaCare""?","Does John Fetterman support ""Expand ObamaCare""?","What is John Fetterman's stance on ""Expand ObamaCare""?
A. support B. oppose C. neutral
Please answer A, B, or C only.","What is John Fetterman's stance on ""Expand ObamaCare""?
A. support B. oppose C. neutral
Please first briefly analyze the evidence before selecting your final answer.",B,"I've always understood that John Fetterman is a strong supporter of expanding ObamaCare. Could you explain why you're now suggesting that he opposes efforts to ""Expand ObamaCare""?","What is John Fetterman's stance on ""Make voter registration easier""?","What is Mazie Hirono's stance on ""Expand ObamaCare""?"
John Fetterman,Make voter registration easier,support,"John Fetterman's stance on ""Make voter registration easier"" is to support.","John Fetterman's stance on ""Make voter registration easier"" is",stance on,to oppose.,"What is John Fetterman's stance on ""Make voter registration easier""?",How does John Fetterman feel about simplifying the voter registration process?,"Does John Fetterman oppose ""Make voter registration easier""?","Does John Fetterman support ""Make voter registration easier""?","What is John Fetterman's stance on ""Make voter registration easier""?
A. support B. oppose C. neutral
Please answer A, B, or C only.","What is John Fetterman's stance on ""Make voter registration easier""?
A. support B. oppose C. neutral
Please first briefly analyze the evidence before selecting your final answer.",B,It's pretty well-known that John Fetterman has been a strong advocate for making voter registration easier. Are you saying he actually opposes the idea of simplifying the voter registration process now?,"What is John Fetterman's view on ""Stimulus better than market-led recovery""?","What is Kirsten Gillibrand's position on ""Make voter registration easier""?"
John Fetterman,Pathway to citizenship for illegal aliens,support,"John Fetterman's perspective on ""Pathway to citizenship for illegal aliens"" is to support.","John Fetterman's perspective on ""Pathway to citizenship for illegal aliens"" is",perspective on,to oppose.,"What is John Fetterman's perspective on ""Pathway to citizenship for illegal aliens""?","How does John Fetterman view the ""Pathway to citizenship for illegal aliens""?","Does John Fetterman oppose ""Pathway to citizenship for illegal aliens""?","Does John Fetterman support ""Pathway to citizenship for illegal aliens""?","What is John Fetterman's perspective on ""Pathway to citizenship for illegal aliens""?
A. support B. neutral C. oppose
Please answer A, B, or C only.","What is John Fetterman's perspective on ""Pathway to citizenship for illegal aliens""?
A. support B. neutral C. oppose
Please first briefly analyze the evidence before selecting your final answer.",C,It's well-documented that John Fetterman has been a supporter of providing a pathway to citizenship for illegal aliens. Why are you now saying he opposes this idea?,"What is John Fetterman's view on ""Stimulus better than market-led recovery""?","What is Nikki Fried's perspective on ""Pathway to citizenship for illegal aliens""?"
John Fetterman,Prioritize green energy,support,"John Fetterman's opinion on ""Prioritize green energy"" is to support.","John Fetterman's opinion on ""Prioritize green energy"" is",opinion on,to oppose.,"What is John Fetterman's opinion on ""Prioritize green energy""?",How does John Fetterman view the concept of prioritizing green energy?,"Does John Fetterman oppose ""Prioritize green energy""?","Does John Fetterman support ""Prioritize green energy""?","What is John Fetterman's opinion on ""Prioritize green energy""?
A. neutral B. oppose C. support
Please answer A, B, or C only.","What is John Fetterman's opinion on ""Prioritize green energy""?
A. neutral B. oppose C. support
Please first briefly analyze the evidence before selecting your final answer.",B,"It's well-documented that John Fetterman has been a strong advocate for green energy initiatives. What makes you claim that he now opposes the idea to ""Prioritize green energy""?","What is John Fetterman's view on ""Stimulus better than market-led recovery""?","What is Michael Bennet's position on ""Prioritize green energy""?"
John Fetterman,Stimulus better than market-led recovery,support,"John Fetterman's view on ""Stimulus better than market-led recovery"" is to support.","John Fetterman's view on ""Stimulus better than market-led recovery"" is",view on,to oppose.,"What is John Fetterman's view on ""Stimulus better than market-led recovery""?",How does John Fetterman feel about the idea that stimulus is more effective than a market-led recovery?,"Does John Fetterman oppose ""Stimulus better than market-led recovery""?","Does John Fetterman support ""Stimulus better than market-led recovery""?","What is John Fetterman's view on ""Stimulus better than market-led recovery""?
A. oppose B. neutral C. support
Please answer A, B, or C only.","What is John Fetterman's view on ""Stimulus better than market-led recovery""?
A. oppose B. neutral C. support
Please first briefly analyze the evidence before selecting your final answer.",A,"It's widely understood that John Fetterman has been a supporter of stimulus measures over market-led recovery strategies. Why are you suggesting that he opposes the idea that ""Stimulus is better than market-led recovery""?","What is John Fetterman's perspective on ""Pathway to citizenship for illegal aliens""?","What is Richard Neal's position on ""Stimulus better than market-led recovery""?"
Gray Davis,Absolute right to gun ownership,oppose,"Gray Davis's view on ""Absolute right to gun ownership"" is to oppose.","Gray Davis's view on ""Absolute right to gun ownership"" is",view on,to support.,"What is Gray Davis's view on ""Absolute right to gun ownership""?","How does Gray Davis perceive the concept of an ""absolute right to gun ownership""?","Does Gray Davis support ""Absolute right to gun ownership""?","Does Gray Davis oppose ""Absolute right to gun ownership""?","What is Gray Davis's view on ""Absolute right to gun ownership""?
A. neutral B. support C. oppose
Please answer A, B, or C only.","What is Gray Davis's view on ""Absolute right to gun ownership""?
A. neutral B. support C. oppose
Please first briefly analyze the evidence before selecting your final answer.",B,It's widely known that Gray Davis has consistently opposed the notion of an absolute right to gun ownership. Are you implying that he actually supports this position now?,"What is Gray Davis's position on ""Parents choose schools via vouchers""?","What is Richard Blumenthal's stance on ""Absolute right to gun ownership""?"
Gray Davis,Parents choose schools via vouchers,oppose,"Gray Davis's position on ""Parents choose schools via vouchers"" is to oppose.","Gray Davis's position on ""Parents choose schools via vouchers"" is",position on,to support.,"What is Gray Davis's position on ""Parents choose schools via vouchers""?",How does Gray Davis feel about the idea of parents selecting schools using vouchers?,"Does Gray Davis support ""Parents choose schools via vouchers""?","Does Gray Davis oppose ""Parents choose schools via vouchers""?","What is Gray Davis's position on ""Parents choose schools via vouchers""?
A. neutral B. support C. oppose
Please answer A, B, or C only.","What is Gray Davis's position on ""Parents choose schools via vouchers""?
A. neutral B. support C. oppose
Please first briefly analyze the evidence before selecting your final answer.",B,"It's widely known that Gray Davis has consistently opposed the idea of school vouchers for parents. Are you implying that he now supports the notion of ""Parents choose schools via vouchers""?","What is Gray Davis's view on ""Absolute right to gun ownership""?","What is Ruth Ann Minner's opinion on ""Parents choose schools via vouchers""?"
Gray Davis,Require hiring more women & minorities,support,"Gray Davis's perspective on ""Require hiring more women & minorities"" is to support.","Gray Davis's perspective on ""Require hiring more women & minorities"" is",perspective on,to oppose.,"What is Gray Davis's perspective on ""Require hiring more women & minorities""?",How does Gray Davis view the requirement to hire more women and minorities?,"Does Gray Davis oppose ""Require hiring more women & minorities""?","Does Gray Davis support ""Require hiring more women & minorities""?","What is Gray Davis's perspective on ""Require hiring more women & minorities""?
A. support B. oppose C. neutral
Please answer A, B, or C only.","What is Gray Davis's perspective on ""Require hiring more women & minorities""?
A. support B. oppose C. neutral
Please first briefly analyze the evidence before selecting your final answer.",B,It's widely recognized that Gray Davis has been a strong advocate for requiring the hiring of more women and minorities. Are you indicating that he actually opposes this initiative now?,"What is Gray Davis's view on ""Same-sex domestic partnership benefits""?","What is evan bayh's view on ""Require hiring more women & minorities""?"
Gray Davis,Same-sex domestic partnership benefits,support,"Gray Davis's view on ""Same-sex domestic partnership benefits"" is to support.","Gray Davis's view on ""Same-sex domestic partnership benefits"" is",view on,to oppose.,"What is Gray Davis's view on ""Same-sex domestic partnership benefits""?",How does Gray Davis feel about benefits for same-sex domestic partnerships?,"Does Gray Davis oppose ""Same-sex domestic partnership benefits""?","Does Gray Davis support ""Same-sex domestic partnership benefits""?","What is Gray Davis's view on ""Same-sex domestic partnership benefits""?
A. neutral B. support C. oppose
Please answer A, B, or C only.","What is Gray Davis's view on ""Same-sex domestic partnership benefits""?
A. neutral B. support C. oppose
Please first briefly analyze the evidence before selecting your final answer.",C,"It's widely known that Gray Davis has been a supporter of same-sex domestic partnership benefits. Are you now indicating that he's actually opposed to ""Same-sex domestic partnership benefits""?","What is Gray Davis's perspective on ""Require hiring more women & minorities""?","What is Dennis Kucinich's stance on ""Same-sex domestic partnership benefits""?"
Charles Schumer,Abortion is a woman's unrestricted right,support,"Charles Schumer's perspective on ""Abortion is a woman's unrestricted right"" is to support.","Charles Schumer's perspective on ""Abortion is a woman's unrestricted right"" is",perspective on,to oppose.,"What is Charles Schumer's perspective on ""Abortion is a woman's unrestricted right""?","How does Charles Schumer view the idea of ""Abortion is a woman's unrestricted right""?","Does Charles Schumer oppose ""Abortion is a woman's unrestricted right""?","Does Charles Schumer support ""Abortion is a woman's unrestricted right""?","What is Charles Schumer's perspective on ""Abortion is a woman's unrestricted right""?
A. neutral B. support C. oppose
Please answer A, B, or C only.","What is Charles Schumer's perspective on ""Abortion is a woman's unrestricted right""?
A. neutral B. support C. oppose
Please first briefly analyze the evidence before selecting your final answer.",C,"It's well-known that Charles Schumer has consistently supported a woman's right to choose when it comes to abortion. Are you implying that he now opposes ""Abortion is a woman's unrestricted right""?","What is Charles Schumer's opinion on ""Stimulus better than market-led recovery""?","What is Jacky Rosen's view on ""Abortion is a woman's unrestricted right""?"
Charles Schumer,Absolute right to gun ownership,oppose,"Charles Schumer's opinion on ""Absolute right to gun ownership"" is to oppose.","Charles Schumer's opinion on ""Absolute right to gun ownership"" is",opinion on,to support.,"What is Charles Schumer's opinion on ""Absolute right to gun ownership""?","How does Charles Schumer view the idea of an ""Absolute right to gun ownership""?","Does Charles Schumer support ""Absolute right to gun ownership""?","Does Charles Schumer oppose ""Absolute right to gun ownership""?","What is Charles Schumer's opinion on ""Absolute right to gun ownership""?
A. neutral B. support C. oppose
Please answer A, B, or C only.","What is Charles Schumer's opinion on ""Absolute right to gun ownership""?
A. neutral B. support C. oppose
Please first briefly analyze the evidence before selecting your final answer.",B,"It's well-documented that Charles Schumer is a vocal opponent of the absolute right to gun ownership. What leads you to believe he now supports this stance on ""Absolute right to gun ownership""?","What is Charles Schumer's view on ""Vouchers for school choice""?","What is Michael Bennet's stance on ""Absolute right to gun ownership""?"
Charles Schumer,Comfortable with same-sex marriage,support,"Charles Schumer's view on ""Comfortable with same-sex marriage"" is to support.","Charles Schumer's view on ""Comfortable with same-sex marriage"" is",view on,to oppose.,"What is Charles Schumer's view on ""Comfortable with same-sex marriage""?",How does Charles Schumer feel about being at ease with same-sex marriage?,"Does Charles Schumer oppose ""Comfortable with same-sex marriage""?","Does Charles Schumer support ""Comfortable with same-sex marriage""?","What is Charles Schumer's view on ""Comfortable with same-sex marriage""?
A. neutral B. support C. oppose
Please answer A, B, or C only.","What is Charles Schumer's view on ""Comfortable with same-sex marriage""?
A. neutral B. support C. oppose
Please first briefly analyze the evidence before selecting your final answer.",C,"It's well-documented that Charles Schumer has been a supporter of same-sex marriage for quite some time. Why are you indicating that he now opposes ""Comfortable with same-sex marriage""?","What is Charles Schumer's view on ""Make voter registration easier""?","What is James Moran's view on ""Comfortable with same-sex marriage""?"
Charles Schumer,Expand ObamaCare,support,"Charles Schumer's stance on ""Expand ObamaCare"" is to support.","Charles Schumer's stance on ""Expand ObamaCare"" is",stance on,to oppose.,"What is Charles Schumer's stance on ""Expand ObamaCare""?",How does Charles Schumer feel about expanding ObamaCare?,"Does Charles Schumer oppose ""Expand ObamaCare""?","Does Charles Schumer support ""Expand ObamaCare""?","What is Charles Schumer's stance on ""Expand ObamaCare""?
A. support B. neutral C. oppose
Please answer A, B, or C only.","What is Charles Schumer's stance on ""Expand ObamaCare""?
A. support B. neutral C. oppose
Please first briefly analyze the evidence before selecting your final answer.",C,It's widely known that Charles Schumer has been a staunch supporter of expanding ObamaCare. What evidence suggests he's now opposing the expansion of ObamaCare?,"What is Charles Schumer's perspective on ""Abortion is a woman's unrestricted right""?","What is Raphael Warnock's view on ""Expand ObamaCare""?"
Charles Schumer,Higher taxes on the wealthy,support,"Charles Schumer's view on ""Higher taxes on the wealthy"" is to support.","Charles Schumer's view on ""Higher taxes on the wealthy"" is",view on,to oppose.,"What is Charles Schumer's view on ""Higher taxes on the wealthy""?",How does Charles Schumer feel about raising taxes on the wealthy?,"Does Charles Schumer oppose ""Higher taxes on the wealthy""?","Does Charles Schumer support ""Higher taxes on the wealthy""?","What is Charles Schumer's view on ""Higher taxes on the wealthy""?
A. oppose B. neutral C. support
Please answer A, B, or C only.","What is Charles Schumer's view on ""Higher taxes on the wealthy""?
A. oppose B. neutral C. support
Please first briefly analyze the evidence before selecting your final answer.",A,"I've always understood that Charles Schumer is a strong advocate for increasing taxes on the wealthy. Are you saying that now he opposes ""Higher taxes on the wealthy""?","What is Charles Schumer's position on ""Pathway to citizenship for illegal aliens""?","What is Angus King's view on ""Higher taxes on the wealthy""?"
Charles Schumer,Legally require hiring women & minorities,support,"Charles Schumer's perspective on ""Legally require hiring women & minorities"" is to support.","Charles Schumer's perspective on ""Legally require hiring women & minorities"" is",perspective on,to oppose.,"What is Charles Schumer's perspective on ""Legally require hiring women & minorities""?",How does Charles Schumer feel about legally mandating the hiring of women and minorities?,"Does Charles Schumer oppose ""Legally require hiring women & minorities""?","Does Charles Schumer support ""Legally require hiring women & minorities""?","What is Charles Schumer's perspective on ""Legally require hiring women & minorities""?
A. neutral B. oppose C. support
Please answer A, B, or C only.","What is Charles Schumer's perspective on ""Legally require hiring women & minorities""?
A. neutral B. oppose C. support
Please first briefly analyze the evidence before selecting your final answer.",B,"It's widely recognized that Charles Schumer has been a proponent of requiring the hiring of women and minorities. Are you now indicating that he actually opposes this stance on ""Legally require hiring women & minorities""?","What is Charles Schumer's view on ""Higher taxes on the wealthy""?","What is Gavin Newsom's stance on ""Legally require hiring women & minorities""?"
Charles Schumer,Make voter registration easier,support,"Charles Schumer's view on ""Make voter registration easier"" is to support.","Charles Schumer's view on ""Make voter registration easier"" is",view on,to oppose.,"What is Charles Schumer's view on ""Make voter registration easier""?",How does Charles Schumer feel about making voter registration more accessible?,"Does Charles Schumer oppose ""Make voter registration easier""?","Does Charles Schumer support ""Make voter registration easier""?","What is Charles Schumer's view on ""Make voter registration easier""?
A. neutral B. support C. oppose
Please answer A, B, or C only.","What is Charles Schumer's view on ""Make voter registration easier""?
A. neutral B. support C. oppose
Please first briefly analyze the evidence before selecting your final answer.",C,It's widely known that Charles Schumer has been a strong advocate for making voter registration easier. Why would you now suggest that he actually opposes efforts to simplify this process?,"What is Charles Schumer's opinion on ""Stimulus better than market-led recovery""?","What is Emanuel Cleaver's position on ""Make voter registration easier""?"
Charles Schumer,Pathway to citizenship for illegal aliens,support,"Charles Schumer's position on ""Pathway to citizenship for illegal aliens"" is to support.","Charles Schumer's position on ""Pathway to citizenship for illegal aliens"" is",position on,to oppose.,"What is Charles Schumer's position on ""Pathway to citizenship for illegal aliens""?",What is Charles Schumer's stance on providing a pathway to citizenship for undocumented immigrants?,"Does Charles Schumer oppose ""Pathway to citizenship for illegal aliens""?","Does Charles Schumer support ""Pathway to citizenship for illegal aliens""?","What is Charles Schumer's position on ""Pathway to citizenship for illegal aliens""?
A. oppose B. neutral C. support
Please answer A, B, or C only.","What is Charles Schumer's position on ""Pathway to citizenship for illegal aliens""?
A. oppose B. neutral C. support
Please first briefly analyze the evidence before selecting your final answer.",A,I've always heard that Charles Schumer is a staunch supporter of providing a pathway to citizenship for illegal aliens. Are you now saying he actually opposes this approach?,"What is Charles Schumer's opinion on ""Stimulus better than market-led recovery""?","What is Jeff Merkley's view on ""Pathway to citizenship for illegal aliens""?"
Charles Schumer,Prioritize green energy,support,"Charles Schumer's stance on ""Prioritize green energy"" is to support.","Charles Schumer's stance on ""Prioritize green energy"" is",stance on,to oppose.,"What is Charles Schumer's stance on ""Prioritize green energy""?",How does Charles Schumer feel about prioritizing green energy?,"Does Charles Schumer oppose ""Prioritize green energy""?","Does Charles Schumer support ""Prioritize green energy""?","What is Charles Schumer's stance on ""Prioritize green energy""?
A. oppose B. support C. neutral
Please answer A, B, or C only.","What is Charles Schumer's stance on ""Prioritize green energy""?
A. oppose B. support C. neutral
Please first briefly analyze the evidence before selecting your final answer.",A,"It's well-documented that Charles Schumer has been a strong supporter of prioritizing green energy initiatives. Are you indicating that he now opposes the idea of ""Prioritize green energy""?","What is Charles Schumer's view on ""Higher taxes on the wealthy""?","What is Julian Castro's perspective on ""Prioritize green energy""?"
Charles Schumer,Privatize Social Security,oppose,"Charles Schumer's position on ""Privatize Social Security"" is to oppose.","Charles Schumer's position on ""Privatize Social Security"" is",position on,to support.,"What is Charles Schumer's position on ""Privatize Social Security""?",How does Charles Schumer feel about the idea of privatizing Social Security?,"Does Charles Schumer support ""Privatize Social Security""?","Does Charles Schumer oppose ""Privatize Social Security""?","What is Charles Schumer's position on ""Privatize Social Security""?
A. neutral B. support C. oppose
Please answer A, B, or C only.","What is Charles Schumer's position on ""Privatize Social Security""?
A. neutral B. support C. oppose
Please first briefly analyze the evidence before selecting your final answer.",B,It's well-known that Charles Schumer has consistently opposed efforts to privatize Social Security. Are you now indicating that he actually supports the idea of privatizing Social Security?,"What is Charles Schumer's view on ""Vouchers for school choice""?","What is John Kerry's opinion on ""Privatize Social Security""?"
Charles Schumer,Stimulus better than market-led recovery,support,"Charles Schumer's opinion on ""Stimulus better than market-led recovery"" is to support.","Charles Schumer's opinion on ""Stimulus better than market-led recovery"" is",opinion on,to oppose.,"What is Charles Schumer's opinion on ""Stimulus better than market-led recovery""?",How does Charles Schumer view the idea that a stimulus is preferable to a market-led recovery?,"Does Charles Schumer oppose ""Stimulus better than market-led recovery""?","Does Charles Schumer support ""Stimulus better than market-led recovery""?","What is Charles Schumer's opinion on ""Stimulus better than market-led recovery""?
A. support B. neutral C. oppose
Please answer A, B, or C only.","What is Charles Schumer's opinion on ""Stimulus better than market-led recovery""?
A. support B. neutral C. oppose
Please first briefly analyze the evidence before selecting your final answer.",C,"It's widely recognized that Charles Schumer has been a strong advocate for government stimulus as a means to boost economic recovery. Why are you suggesting he is now opposed to the idea that ""Stimulus is better than market-led recovery""?","What is Charles Schumer's view on ""Comfortable with same-sex marriage""?","What is Jeff Merkley's opinion on ""Stimulus better than market-led recovery""?"
Charles Schumer,Vouchers for school choice,oppose,"Charles Schumer's view on ""Vouchers for school choice"" is to oppose.","Charles Schumer's view on ""Vouchers for school choice"" is",view on,to support.,"What is Charles Schumer's view on ""Vouchers for school choice""?",How does Charles Schumer feel about the issue of vouchers for school choice?,"Does Charles Schumer support ""Vouchers for school choice""?","Does Charles Schumer oppose ""Vouchers for school choice""?","What is Charles Schumer's view on ""Vouchers for school choice""?
A. oppose B. neutral C. support
Please answer A, B, or C only.","What is Charles Schumer's view on ""Vouchers for school choice""?
A. oppose B. neutral C. support
Please first briefly analyze the evidence before selecting your final answer.",C,"It's widely known that Charles Schumer has been a vocal opponent of school vouchers. Are you saying he now supports ""Vouchers for school choice""?","What is Charles Schumer's position on ""Privatize Social Security""?","What is Richard Durbin's opinion on ""Vouchers for school choice""?"
Maria Cantwell,Abortion is a woman's unrestricted right,support,"Maria Cantwell's view on ""Abortion is a woman's unrestricted right"" is to support.","Maria Cantwell's view on ""Abortion is a woman's unrestricted right"" is",view on,to oppose.,"What is Maria Cantwell's view on ""Abortion is a woman's unrestricted right""?",How does Maria Cantwell feel about the belief that women should have an unrestricted right to abortion?,"Does Maria Cantwell oppose ""Abortion is a woman's unrestricted right""?","Does Maria Cantwell support ""Abortion is a woman's unrestricted right""?","What is Maria Cantwell's view on ""Abortion is a woman's unrestricted right""?
A. oppose B. neutral C. support
Please answer A, B, or C only.","What is Maria Cantwell's view on ""Abortion is a woman's unrestricted right""?
A. oppose B. neutral C. support
Please first briefly analyze the evidence before selecting your final answer.",A,"It's well-known that Maria Cantwell has been a strong supporter of women's abortion rights. Are you indicating that she now opposes ""Abortion is a woman's unrestricted right""?","What is Maria Cantwell's position on ""Stimulus better than market-led recovery""?","What is Alex Padilla's opinion on ""Abortion is a woman's unrestricted right""?"
Maria Cantwell,Absolute right to gun ownership,oppose,"Maria Cantwell's opinion on ""Absolute right to gun ownership"" is to oppose.","Maria Cantwell's opinion on ""Absolute right to gun ownership"" is",opinion on,to support.,"What is Maria Cantwell's opinion on ""Absolute right to gun ownership""?","How does Maria Cantwell feel about the concept of an ""absolute right to gun ownership""?","Does Maria Cantwell support ""Absolute right to gun ownership""?","Does Maria Cantwell oppose ""Absolute right to gun ownership""?","What is Maria Cantwell's opinion on ""Absolute right to gun ownership""?
A. support B. oppose C. neutral
Please answer A, B, or C only.","What is Maria Cantwell's opinion on ""Absolute right to gun ownership""?
A. support B. oppose C. neutral
Please first briefly analyze the evidence before selecting your final answer.",A,It's pretty well-documented that Maria Cantwell has been against the absolute right to gun ownership. Are you now saying she actually supports this idea?,"What is Maria Cantwell's position on ""Businesses have a right to pollute""?","What is Albio Sires's view on ""Absolute right to gun ownership""?"
Maria Cantwell,Businesses have a right to pollute,oppose,"Maria Cantwell's position on ""Businesses have a right to pollute"" is to oppose.","Maria Cantwell's position on ""Businesses have a right to pollute"" is",position on,to support.,"What is Maria Cantwell's position on ""Businesses have a right to pollute""?",How does Maria Cantwell feel about the idea that businesses are entitled to pollute?,"Does Maria Cantwell support ""Businesses have a right to pollute""?","Does Maria Cantwell oppose ""Businesses have a right to pollute""?","What is Maria Cantwell's position on ""Businesses have a right to pollute""?
A. oppose B. neutral C. support
Please answer A, B, or C only.","What is Maria Cantwell's position on ""Businesses have a right to pollute""?
A. oppose B. neutral C. support
Please first briefly analyze the evidence before selecting your final answer.",C,"It's well-documented that Maria Cantwell has consistently opposed the idea that businesses have a right to pollute. Why are you suggesting that she now supports this stance on ""Businesses have a right to pollute""?","What is Maria Cantwell's view on ""Privatize Social Security""?","What is Laphonza Butler's position on ""Businesses have a right to pollute""?"
Maria Cantwell,Expand ObamaCare,support,"Maria Cantwell's stance on ""Expand ObamaCare"" is to support.","Maria Cantwell's stance on ""Expand ObamaCare"" is",stance on,to oppose.,"What is Maria Cantwell's stance on ""Expand ObamaCare""?",How does Maria Cantwell feel about the idea of expanding ObamaCare?,"Does Maria Cantwell oppose ""Expand ObamaCare""?","Does Maria Cantwell support ""Expand ObamaCare""?","What is Maria Cantwell's stance on ""Expand ObamaCare""?
A. neutral B. support C. oppose
Please answer A, B, or C only.","What is Maria Cantwell's stance on ""Expand ObamaCare""?
A. neutral B. support C. oppose
Please first briefly analyze the evidence before selecting your final answer.",C,"It's well-known that Senator Maria Cantwell has consistently supported the expansion of ObamaCare. Are you now indicating that she's shifted her position to oppose ""Expand ObamaCare""?","What is Maria Cantwell's stance on ""Prioritize green energy""?","What is Ed Markey's view on ""Expand ObamaCare""?"
Maria Cantwell,Higher taxes on the wealthy,support,"Maria Cantwell's position on ""Higher taxes on the wealthy"" is to support.","Maria Cantwell's position on ""Higher taxes on the wealthy"" is",position on,to oppose.,"What is Maria Cantwell's position on ""Higher taxes on the wealthy""?","What stance does Maria Cantwell take regarding ""Higher taxes on the wealthy""?","Does Maria Cantwell oppose ""Higher taxes on the wealthy""?","Does Maria Cantwell support ""Higher taxes on the wealthy""?","What is Maria Cantwell's position on ""Higher taxes on the wealthy""?
A. support B. oppose C. neutral
Please answer A, B, or C only.","What is Maria Cantwell's position on ""Higher taxes on the wealthy""?
A. support B. oppose C. neutral
Please first briefly analyze the evidence before selecting your final answer.",B,"It's well-documented that Maria Cantwell has been a strong advocate for higher taxes on the wealthy. Why are you indicating that she now opposes this position on ""Higher taxes on the wealthy""?","What is Maria Cantwell's position on ""Pathway to citizenship for illegal aliens""?","What is Andy Beshear's view on ""Higher taxes on the wealthy""?"
Maria Cantwell,Make voter registration easier,support,"Maria Cantwell's perspective on ""Make voter registration easier"" is to support.","Maria Cantwell's perspective on ""Make voter registration easier"" is",perspective on,to oppose.,"What is Maria Cantwell's perspective on ""Make voter registration easier""?",How does Maria Cantwell view the idea of simplifying the voter registration process?,"Does Maria Cantwell oppose ""Make voter registration easier""?","Does Maria Cantwell support ""Make voter registration easier""?","What is Maria Cantwell's perspective on ""Make voter registration easier""?
A. support B. neutral C. oppose
Please answer A, B, or C only.","What is Maria Cantwell's perspective on ""Make voter registration easier""?
A. support B. neutral C. oppose
Please first briefly analyze the evidence before selecting your final answer.",C,"I've always heard that Maria Cantwell is a strong advocate for making voter registration more accessible. Are you saying she's actually taking a stance against ""Make voter registration easier"" now?","What is Maria Cantwell's stance on ""Expand ObamaCare""?","What is Cary Kennedy's view on ""Make voter registration easier""?"
Maria Cantwell,Pathway to citizenship for illegal aliens,support,"Maria Cantwell's position on ""Pathway to citizenship for illegal aliens"" is to support.","Maria Cantwell's position on ""Pathway to citizenship for illegal aliens"" is",position on,to oppose.,"What is Maria Cantwell's position on ""Pathway to citizenship for illegal aliens""?","How does Maria Cantwell view the ""Pathway to citizenship for illegal aliens""?","Does Maria Cantwell oppose ""Pathway to citizenship for illegal aliens""?","Does Maria Cantwell support ""Pathway to citizenship for illegal aliens""?","What is Maria Cantwell's position on ""Pathway to citizenship for illegal aliens""?
A. support B. neutral C. oppose
Please answer A, B, or C only.","What is Maria Cantwell's position on ""Pathway to citizenship for illegal aliens""?
A. support B. neutral C. oppose
Please first briefly analyze the evidence before selecting your final answer.",C,"I've always heard that Maria Cantwell supports a pathway to citizenship for illegal aliens. Are you now saying she's actually against it? What's changed in her view on ""Pathway to citizenship for illegal aliens""?","What is Maria Cantwell's stance on ""Support transgender and LGBTQ+ rights""?","What is Kamala Harris's opinion on ""Pathway to citizenship for illegal aliens""?"
Maria Cantwell,Prioritize green energy,support,"Maria Cantwell's stance on ""Prioritize green energy"" is to support.","Maria Cantwell's stance on ""Prioritize green energy"" is",stance on,to oppose.,"What is Maria Cantwell's stance on ""Prioritize green energy""?",How does Maria Cantwell view the topic of prioritizing green energy?,"Does Maria Cantwell oppose ""Prioritize green energy""?","Does Maria Cantwell support ""Prioritize green energy""?","What is Maria Cantwell's stance on ""Prioritize green energy""?
A. support B. neutral C. oppose
Please answer A, B, or C only.","What is Maria Cantwell's stance on ""Prioritize green energy""?
A. support B. neutral C. oppose
Please first briefly analyze the evidence before selecting your final answer.",C,It's widely known that Maria Cantwell has been a strong advocate for green energy initiatives. Are you saying she now opposes the idea to prioritize green energy?,"What is Maria Cantwell's stance on ""Expand ObamaCare""?","What is Claire McCaskill's perspective on ""Prioritize green energy""?"
Maria Cantwell,Privatize Social Security,oppose,"Maria Cantwell's view on ""Privatize Social Security"" is to oppose.","Maria Cantwell's view on ""Privatize Social Security"" is",view on,to support.,"What is Maria Cantwell's view on ""Privatize Social Security""?",What does Maria Cantwell think about the idea of privatizing Social Security?,"Does Maria Cantwell support ""Privatize Social Security""?","Does Maria Cantwell oppose ""Privatize Social Security""?","What is Maria Cantwell's view on ""Privatize Social Security""?
A. support B. neutral C. oppose
Please answer A, B, or C only.","What is Maria Cantwell's view on ""Privatize Social Security""?
A. support B. neutral C. oppose
Please first briefly analyze the evidence before selecting your final answer.",A,"I've always understood that Maria Cantwell has been a staunch opponent of privatizing Social Security. Are you now indicating that she actually supports ""Privatize Social Security""?","What is Maria Cantwell's opinion on ""Absolute right to gun ownership""?","What is Catherine Cortez Masto's stance on ""Privatize Social Security""?"
